縣市名稱,測站名稱,經度,緯度,高度,創站日期(~截止日期),地址,下載網址1(不含日期),下載網址2(高度)
臺中市 (TaichungCity),臺中 (TAICHUNG),120.6840,24.1457,84.04m,1896/01/01~,臺中市北區精武路295號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=467490&stname=%25E8%2587%25BA%25E4%25B8%25AD&datepicker=,&altitude=84.04m
臺中市 (TaichungCity),梧棲 (WUQI) (撤銷站),120.5233,24.2560,31.73m,1976/11/01~2022/7/31,臺中市梧棲區臺灣大道十段2號海港大樓6樓,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=467770&stname=%25E6%25A2%25A7%25E6%25A3%25B2&datepicker=,&altitude=31.73m
臺中市 (TaichungCity),大肚 (Dadu),120.5721,24.1529,273m,2011/11/01~,臺中市大肚區瑞井里遊園路一段2號(臺中區監理所內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F000&stname=%25E5%25A4%25A7%25E8%2582%259A&datepicker=,&altitude=273m
臺中市 (TaichungCity),雪山圈谷 (Xueshanjuangu),121.2363,24.3885,3587m,2016/05/18~,臺中市和平區(往雪山主峰路上9.8公里處右邊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F0A0&stname=%25E9%259B%25AA%25E5%25B1%25B1%25E5%259C%2588%25E8%25B0%25B7&datepicker=,&altitude=3587m
臺中市 (TaichungCity),石岡 (Shigang),120.7776,24.2760,311m,2016/09/13~,臺中市石岡區石岡街6號 (臺中市石岡區衛生所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F0B0&stname=%25E7%259F%25B3%25E5%25B2%25A1&datepicker=,&altitude=311m
臺中市 (TaichungCity),中坑 (Zhongkeng),120.9033,24.2485,983m,2017/05/26~,臺中市和平區中坑里中坑段39地號內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F0C0&stname=%25E4%25B8%25AD%25E5%259D%2591&datepicker=,&altitude=983m
臺中市 (TaichungCity),審馬陣 (Shenmazhen),121.4203,24.3816,3171m,2017/12/28~,臺中市和平區南湖大山指標16.2K處(審馬陣山附近),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F0D0&stname=%25E5%25AF%25A9%25E9%25A6%25AC%25E9%2599%25A3&datepicker=,&altitude=3171m
臺中市 (TaichungCity),南湖圈谷 (Nanhuquangu),121.4446,24.3637,3557m,2017/12/28~,臺中市和平區南湖大山指標20K處(南湖主峰東峰岔路附近),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F0E0&stname=%25E5%258D%2597%25E6%25B9%2596%25E5%259C%2588%25E8%25B0%25B7&datepicker=,&altitude=3557m
臺中市 (TaichungCity),東勢 (Dongshi),120.8330,24.2464,379m,2011/11/01~,臺中市東勢區東關路647號(東勢林區管理處雙崎工作站內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F850&stname=%25E6%259D%25B1%25E5%258B%25A2&datepicker=,&altitude=379m
臺中市 (TaichungCity),梨山 (Lishan),121.2436,24.2475,2215m,2004/07/01~,臺中市和平區梨山里福壽路29號（福壽山農場）,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F861&stname=%25E6%25A2%25A8%25E5%25B1%25B1&datepicker=,&altitude=2215m
臺中市 (TaichungCity),中竹林 (Zhongzhulin),120.7510,24.1035,425m,2011/11/01~,臺中市太平區長龍路中埔二號橋至站址直線距離約1.7km,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9A0&stname=%25E4%25B8%25AD%25E7%25AB%25B9%25E6%259E%2597&datepicker=,&altitude=425m
臺中市 (TaichungCity),神岡 (Shengang),120.6583,24.2724,194m,2011/11/01~,臺中市神岡區三民路639號(圳堵國小校園南側大樓屋頂平台),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9I0&stname=%25E7%25A5%259E%25E5%25B2%25A1&datepicker=,&altitude=194m
臺中市 (TaichungCity),大安 (Da-an),120.5880,24.3450,30m,2011/03/07~,臺中市大安區中庄里中山南路296號(大安國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9K0&stname=%25E5%25A4%25A7%25E5%25AE%2589&datepicker=,&altitude=30m
臺中市 (TaichungCity),后里 (Houli),120.7297,24.3104,253m,2011/03/09~,臺中市后里區甲后路110號(后里國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9L0&stname=%25E5%2590%258E%25E9%2587%258C&datepicker=,&altitude=253m
臺中市 (TaichungCity),豐原 (Fengyuan),120.7206,24.2543,230m,2011/04/07~,臺中市豐原區豐榮里12鄰新生北路155號(豐原國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9M0&stname=%25E8%25B1%2590%25E5%258E%259F&datepicker=,&altitude=230m
臺中市 (TaichungCity),大里 (Dali),120.7013,24.0924,75m,2011/05/26~,臺中市大里區文化街120號(塗城國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9N0&stname=%25E5%25A4%25A7%25E9%2587%258C&datepicker=,&altitude=75m
臺中市 (TaichungCity),潭子 (Tanzi),120.7039,24.2131,175m,2011/03/29~,臺中市潭子區中山路二段435號(潭子國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9O0&stname=%25E6%25BD%25AD%25E5%25AD%2590&datepicker=,&altitude=175m
臺中市 (TaichungCity),清水 (Qingshui),120.5622,24.3122,26m,2011/01/31~,臺中市清水區護岸路37號(高美國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9P0&stname=%25E6%25B8%2585%25E6%25B0%25B4&datepicker=,&altitude=26m
臺中市 (TaichungCity),外埔 (Waipu),120.7056,24.3478,149m,2011/04/14~,臺中市外埔區土城里土城西路55號(安定國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9Q0&stname=%25E5%25A4%2596%25E5%259F%2594&datepicker=,&altitude=149m
臺中市 (TaichungCity),龍井 (Longjing),120.5289,24.1845,20m,2011/01/31~,臺中市龍井區西里龍門路51號(龍井國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9R0&stname=%25E9%25BE%258D%25E4%25BA%2595&datepicker=,&altitude=20m
臺中市 (TaichungCity),烏日 (Wuri),120.6241,24.1070,43m,2011/05/26~,臺中市烏日區中山路二段196號(烏日國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9S0&stname=%25E7%2583%258F%25E6%2597%25A5&datepicker=,&altitude=43m
臺中市 (TaichungCity),西屯 (Xitun),120.6412,24.1794,111m,2011/05/10~,臺中市西屯區西屯路二段300號(西屯國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9T0&stname=%25E8%25A5%25BF%25E5%25B1%25AF&datepicker=,&altitude=111m
臺中市 (TaichungCity),南屯 (Nantun),120.6379,24.1370,74m,2011/05/19~,臺中市南屯區黎明路一段968號(南屯國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9U0&stname=%25E5%258D%2597%25E5%25B1%25AF&datepicker=,&altitude=74m
臺中市 (TaichungCity),新社 (Xinshe),120.8158,24.2001,525m,2011/03/02~,臺中市新社區大南里興中街46號(農委會種苗改良繁殖場),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9V0&stname=%25E6%2596%25B0%25E7%25A4%25BE&datepicker=,&altitude=525m
臺中市 (TaichungCity),大雅(中科園區) (Daya),120.6244,24.2152,166m,2015/07/31~,臺中市大雅區中部科學工業園區臺中園區(汙水處理機房樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9X0&stname=%25E5%25A4%25A7%25E9%259B%2585(%25E4%25B8%25AD%25E7%25A7%2591%25E5%259C%2592%25E5%258D%2580)&datepicker=,&altitude=166m
臺中市 (TaichungCity),桃山 (Taoshan),121.3038,24.4327,3313m,2016/04/28~,臺中市和平區(位於往桃山山屋叉路解說牌附近),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9Y0&stname=%25E6%25A1%2583%25E5%25B1%25B1&datepicker=,&altitude=3313m
臺中市 (TaichungCity),雪山東峰 (Xueshandongfeng),121.2686,24.3887,3193m,2016/05/18~,臺中市和平區(位於雪山東峰直升機停機坪東南東方60公尺處),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F9Z0&stname=%25E9%259B%25AA%25E5%25B1%25B1%25E6%259D%25B1%25E5%25B3%25B0&datepicker=,&altitude=3193m
臺中市 (TaichungCity),烏石坑 (Shinmei),120.9476,24.2735,983m,2020/10/31~,臺中市和平區東崎路2段烏石巷109號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0FA00&stname=%25E7%2583%258F%25E7%259F%25B3%25E5%259D%2591&datepicker=,&altitude=983m
臺中市 (TaichungCity),松柏 (SONGBAI),120.6174,24.4291,22m,2022/3/9~,臺中市大甲區順帆路233號(松柏安檢所樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0FA10&stname=%25E6%259D%25BE%25E6%259F%258F&datepicker=,&altitude=22m
臺中市 (TaichungCity),溫寮 (WUNLIAO),120.5831,24.3721,26m,2022/3/9~,臺中市大安區中山北路1巷67號(臺中大安區里民活動中心樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0FA20&stname=%25E6%25BA%25AB%25E5%25AF%25AE&datepicker=,&altitude=26m
臺中市 (TaichungCity),梧棲 (WUQI),120.5233,24.2560,31.73m,2022/8/1~,臺中市梧棲區臺灣大道十段2號海港大樓6樓,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0FA30&stname=%25E6%25A2%25A7%25E6%25A3%25B2&datepicker=,&altitude=31.73m
臺中市 (TaichungCity),臺中電廠 (Taichung Power Plant),120.4907,24.2146,25m,2022/12/26~,臺中市龍井區龍昌路1號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0FA40&stname=%25E8%2587%25BA%25E4%25B8%25AD%25E9%259B%25BB%25E5%25BB%25A0&datepicker=,&altitude=25m
臺中市 (TaichungCity),大甲 (Dajia),120.6404,24.3476,100m,2011/11/01~,臺中市大甲區開元路71號(大甲高級工業職業學校內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F930&stname=%25E5%25A4%25A7%25E7%2594%25B2&datepicker=,&altitude=100m
臺中市 (TaichungCity),大坑 (Dakeng),120.7222,24.1731,145m,2011/11/01~,臺中市北屯區軍福十三路268號(東山消防分隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0F970&stname=%25E5%25A4%25A7%25E5%259D%2591&datepicker=,&altitude=145m
臺中市 (TaichungCity),上谷關 (Shangguguan),121.0186,24.2034,1000m,2011/11/01~,臺中市和平區(博愛國小谷關分校附近),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F871&stname=%25E4%25B8%258A%25E8%25B0%25B7%25E9%2597%259C&datepicker=,&altitude=1000m
臺中市 (TaichungCity),稍來 (Shaolai),121.0011,24.2656,2205m,2011/11/01~,臺中市和平區八仙山事業區49林班地船型山苗圃廢棄觀測坪附近,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F891&stname=%25E7%25A8%258D%25E4%25BE%2586&datepicker=,&altitude=2205m
臺中市 (TaichungCity),新伯公 (Xinbogong),120.8410,24.2213,417m,2011/11/01~,臺中市東勢區詒福段163地號(台電公司門前右前方),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F911&stname=%25E6%2596%25B0%25E4%25BC%25AF%25E5%2585%25AC&datepicker=,&altitude=417m
臺中市 (TaichungCity),雪嶺 (Xueling),121.0266,24.2805,2620m,2011/11/1~,臺中市和平區雪嶺地區八仙山事業區60林班地小雪山莊後方水塔後山頂,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F941&stname=%25E9%259B%25AA%25E5%25B6%25BA&datepicker=,&altitude=2620m
臺中市 (TaichungCity),桐林 (Tonglin),120.7351,24.0661,130m,2011/11/01~,臺中市霧峰區桐林里民生路(桐林國小斜對面),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9B1&stname=%25E6%25A1%2590%25E6%259E%2597&datepicker=,&altitude=130m
臺中市 (TaichungCity),白冷 (Baileng),120.9298,24.1828,610m,2011/11/01~,臺中市和平區天輪里天輪巷42號(臺中市和平區白冷國民小學校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9C1&stname=%25E7%2599%25BD%25E5%2586%25B7&datepicker=,&altitude=610m
臺中市 (TaichungCity),白毛台 (Baimaotai),120.8869,24.1583,639m,2011/11/1~,臺中市新社區福興里福民路13號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9D1&stname=%25E7%2599%25BD%25E6%25AF%259B%25E5%258F%25B0&datepicker=,&altitude=639m
臺中市 (TaichungCity),龍安 (Long-an),120.8319,24.1605,563m,2011/11/1~,臺中市新社區中和里內(距龍安橋約1.2k處),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9E1&stname=%25E9%25BE%258D%25E5%25AE%2589&datepicker=,&altitude=563m
臺中市 (TaichungCity),慶福山 (Cingfushan),120.8483,24.1808,810m,2011/11/01~,臺中市東勢區(台8線10.5k往馬鞍農場方向.車程約半小時),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9G1&stname=%25E6%2585%25B6%25E7%25A6%258F%25E5%25B1%25B1&datepicker=,&altitude=810m
臺中市 (TaichungCity),清水林 (Qingshuilin),120.8204,24.0712,723m,2011/11/01~,臺中市太平區136縣道9.5k處旁約500公尺,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9J1&stname=%25E6%25B8%2585%25E6%25B0%25B4%25E6%259E%2597&datepicker=,&altitude=723m
臺中市 (TaichungCity),德基 (Deji),121.1902,24.2547,1970m,2011/09/08~,臺中市和平區台8甲線69-70k處，彎入勝利路接翠巒產業道路約6.2km，路邊白色水塔旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9W0&stname=%25E5%25BE%25B7%25E5%259F%25BA&datepicker=,&altitude=1970m
臺中市 (TaichungCity),伯公龍 (Bogonglong),120.8490,24.2723,500m,2011/11/1~,臺中市東勢區勢林街(宏覺寺旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9F1&stname=%25E4%25BC%25AF%25E5%2585%25AC%25E9%25BE%258D&datepicker=,&altitude=500m
臺中市 (TaichungCity),慶福山 (Cingfushan) (撤銷站),120.8478,24.1810,782m,2002/01/23~2011/10/31,臺中市東勢區(台8線10.5k往馬鞍農場方向車程約半小時),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9G0&stname=%25E6%2585%25B6%25E7%25A6%258F%25E5%25B1%25B1&datepicker=,&altitude=782m
臺中市 (TaichungCity),烏石坑 (Wushihkeng) (撤銷站),120.9456,24.2790,886m,2002/03/14~2011/10/31,臺中市和平區大安溪事業區第122林班之烏石坑苗圃內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9H0&stname=%25E7%2583%258F%25E7%259F%25B3%25E5%259D%2591&datepicker=,&altitude=886m
臺中市 (TaichungCity),烏石坑 (Wushikeng) (撤銷站),120.9458,24.2790,930m,2011/11/01~2020/10/30,臺中市和平區大安溪事業區第122林班之烏石坑苗圃內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9H1&stname=%25E7%2583%258F%25E7%259F%25B3%25E5%259D%2591&datepicker=,&altitude=930m
臺中市 (TaichungCity),神岡 (Shengang) (撤銷站),120.6587,24.2726,189m,2005/11/28~2011/10/31,臺中市神岡區三民路639號(圳堵國小校園南側大樓屋頂平台),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9I0&stname=%25E7%25A5%259E%25E5%25B2%25A1&datepicker=,&altitude=189m
臺中市 (TaichungCity),清水林 (Cingshueilin) (撤銷站),120.8203,24.0715,723m,2002/05/03~2011/10/31,臺中市太平區136縣道9.5k處旁約500公尺,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9J0&stname=%25E6%25B8%2585%25E6%25B0%25B4%25E6%259E%2597&datepicker=,&altitude=723m
臺中市 (TaichungCity),伯公龍 (Bogonglong) (撤銷站),120.8492,24.2724,504m,2002/02/05~2011/10/31,臺中市東勢區勢林街(宏覺寺旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9F0&stname=%25E4%25BC%25AF%25E5%2585%25AC%25E9%25BE%258D&datepicker=,&altitude=504m
臺中市 (TaichungCity),龍安 (Long-an) (撤銷站),120.8320,24.1601,537m,2002/01/24~2011/10/31,臺中市新社區中和里內(距龍安橋約1.2k處),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9E0&stname=%25E9%25BE%258D%25E5%25AE%2589&datepicker=,&altitude=537m
臺中市 (TaichungCity),白毛台 (Baimaotai) (撤銷站),120.8870,24.1582,613m,2002/01/21~2011/10/31,臺中市新社區福興里福民路13號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9D0&stname=%25E7%2599%25BD%25E6%25AF%259B%25E5%258F%25B0&datepicker=,&altitude=613m
臺中市 (TaichungCity),白冷 (Baileng) (撤銷站),120.9298,24.1826,619m,2002/01/22~2011/10/31,臺中市和平區天輪里天輪巷42號(臺中市和平區白冷國民小學校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9C0&stname=%25E7%2599%25BD%25E5%2586%25B7&datepicker=,&altitude=619m
臺中市 (TaichungCity),大坑 (Dakeng) (撤銷站),120.7362,24.1715,170m,1992/01/23~2011/10/31,臺中市北屯區40605廓子里廓子巷11號(中台科技大學校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F970&stname=%25E5%25A4%25A7%25E5%259D%2591&datepicker=,&altitude=170m
臺中市 (TaichungCity),中竹林 (Jhongjhulin) (撤銷站),120.7514,24.1037,425m,2002/01/29~2011/10/31,臺中市太平區長龍路中埔二號橋至站址直線距離約1.7km,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9A0&stname=%25E4%25B8%25AD%25E7%25AB%25B9%25E6%259E%2597&datepicker=,&altitude=425m
臺中市 (TaichungCity),桐林 (Tonglin) (撤銷站),120.7353,24.0662,124m,2002/01/30~2011/10/31,臺中市霧峰區桐林里民生路(桐林國小斜對面),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F9B0&stname=%25E6%25A1%2590%25E6%259E%2597&datepicker=,&altitude=124m
臺中市 (TaichungCity),石岡 (Shihgang) (撤銷站),120.7703,24.2796,280m,1990/07/01~2011/10/31,臺中市石岡區石岡里豐勢路1238號(石岡壩管理中心內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F920&stname=%25E7%259F%25B3%25E5%25B2%25A1&datepicker=,&altitude=280m
臺中市 (TaichungCity),大甲 (Dajia) (撤銷站),120.6420,24.3510,90m,1990/07/01~2011/10/31,臺中市大甲區開元路71號(大甲高級工業職業學校內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F930&stname=%25E5%25A4%25A7%25E7%2594%25B2&datepicker=,&altitude=90m
臺中市 (TaichungCity),雪嶺 (Xueling) (撤銷站),121.0267,24.2807,2605m,1990/07/01~2011/10/31,臺中市和平區雪嶺地區八仙山事業區60林班地小雪山莊後方水塔後山頂,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F940&stname=%25E9%259B%25AA%25E5%25B6%25BA&datepicker=,&altitude=2605m
臺中市 (TaichungCity),新伯公 (Xinbogong) (撤銷站),120.8409,24.2215,440m,1990/07/01~2011/10/31,臺中市東勢區詒福段163地號(台電公司門前右前方),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1F910&stname=%25E6%2596%25B0%25E4%25BC%25AF%25E5%2585%25AC&datepicker=,&altitude=440m
